code_wilaya,wilaya,commune
22,SIDI BEL ABBES,MOSTEFA BEN BRAHIM
22,SIDI BEL ABBES,TELAGH
22,SIDI BEL ABBES,MEZAOUROU
22,SIDI BEL ABBES,BOUKHNIFIS
22,SIDI BEL ABBES,SIDI ALI BOUSSIDI
22,SIDI BEL ABBES,BADREDINE EL MOKRANI
22,SIDI BEL ABBES,MARHOUM
22,SIDI BEL ABBES,TAFISSOUR
22,SIDI BEL ABBES,AMARNAS
22,SIDI BEL ABBES,TILMOUNI
22,SIDI BEL ABBES,SIDI EL AHCENE
22,SIDI BEL ABBES,AIN THRID
22,SIDI BEL ABBES,MEKADRA
22,SIDI BEL ABBES,TENIRA
22,SIDI BEL ABBES,MOULAY SLISSEN
22,SIDI BEL ABBES,EL HASSAIBA
22,SIDI BEL ABBES,HASSI ZEHANA
22,SIDI BEL ABBES,TABIA
22,SIDI BEL ABBES,MERINE
22,SIDI BEL ABBES,RAS EL MA
22,SIDI BEL ABBES,AIN TINDAMINE
22,SIDI BEL ABBES,AIN KADA
22,SIDI BEL ABBES,M'CID
22,SIDI BEL ABBES,SIDI KHALED
22,SIDI BEL ABBES,AIN EL BERD
22,SIDI BEL ABBES,SFIZEF
22,SIDI BEL ABBES,AIN ADDEN
22,SIDI BEL ABBES,OUED TAOURIRA
22,SIDI BEL ABBES,DHAYA
22,SIDI BEL ABBES,ZEROUALA
22,SIDI BEL ABBES,LAMTAR
22,SIDI BEL ABBES,SIDI CHAIB
22,SIDI BEL ABBES,SIDI DAHOU
22,SIDI BEL ABBES,OUED SBAA
22,SIDI BEL ABBES,BOUDJEBAA EL BORDJ
22,SIDI BEL ABBES,SEHALA THAOURA
22,SIDI BEL ABBES,SIDI YACOUB
22,SIDI BEL ABBES,SIDI HAMADOUCHE
22,SIDI BEL ABBES,BELARBI
22,SIDI BEL ABBES,OUED SEFYOUN
22,SIDI BEL ABBES,TEGHALIMET
22,SIDI BEL ABBES,BEN BADIS
22,SIDI BEL ABBES,SIDI ALI BENYOUB
22,SIDI BEL ABBES,CHETOUANE BELAILA
22,SIDI BEL ABBES,BIR EL HAMMAM
22,SIDI BEL ABBES,TAOUDMOUT
22,SIDI BEL ABBES,REDJM DEMOUCHE
22,SIDI BEL ABBES,BENACHIBA CHELIA
22,SIDI BEL ABBES,HASSI DAHOU
23,ANNABA,ANNABA
23,ANNABA,BERRAHEL
23,ANNABA,EL HADJAR
23,ANNABA,EULMA
23,ANNABA,EL BOUNI
23,ANNABA,OUED EL ANEB
23,ANNABA,CHEURFA
23,ANNABA,SERAIDI
23,ANNABA,AIN BERDA
23,ANNABA,CHETAIBI
23,ANNABA,SIDI AMAR
23,ANNABA,TREAT
24,GUELMA,GUELMA
24,GUELMA,NECHMAYA
24,GUELMA,BOUATI MAHMOUD
24,GUELMA,OUED ZENATI
24,GUELMA,TAMLOUKA
24,GUELMA,OUED FRAGHA
24,GUELMA,AIN SANDEL
24,GUELMA,RAS EL AGBA
24,GUELMA,DAHOUARA
24,GUELMA,BELKHEIR
24,GUELMA,BEN DJARAH
24,GUELMA,BOU HAMDANE
24,GUELMA,AIN MAKHLOUF
24,GUELMA,AIN BEN BEIDA
24,GUELMA,KHEZARA
24,GUELMA,BENI MEZLINE
24,GUELMA,BOU HACHANA
24,GUELMA,GUELAAT BOU SBAA
24,GUELMA,HAMMAM EL DEBAGH
24,GUELMA,EL FEDJOUDJ
24,GUELMA,BORDJ SABAT
24,GUELMA,HAMMAN N'BAIL
24,GUELMA,AIN LAARBI
24,GUELMA,MEDJEZ AMAR
24,GUELMA,BOUCHEGOUF
24,GUELMA,HELIOPOLIS
24,GUELMA,AIN HESSANIA
24,GUELMA,ROKNIA
24,GUELMA,SALAOUA ANNOUNA
24,GUELMA,MEDJEZ SAFA
24,GUELMA,BOUMAHRA AHMED
24,GUELMA,AIN REGGADA
24,GUELMA,OUED CHEHAM
24,GUELMA,DJEBALLA KHEMISSI
25,CONSTANTINE,CONSTANTINE
25,CONSTANTINE,HAMMA BOUZIANE
25,CONSTANTINE,EL HARIA
25,CONSTANTINE,ZIGHOUD YOUCEF
25,CONSTANTINE,DIDOUCHE MOURAD
25,CONSTANTINE,EL KHROUB
25,CONSTANTINE,AIN ABID
25,CONSTANTINE,BENI HAMIDEN
25,CONSTANTINE,OULED RAHMOUNE
25,CONSTANTINE,AIN SMARA
25,CONSTANTINE,MESAOUD BOUDJERIOU
25,CONSTANTINE,IBN ZIAD
26,MEDEA,MEDEA
26,MEDEA,OUZERA
26,MEDEA,OULED MAAREF
26,MEDEA,AIN BOUCIF
26,MEDEA,AISSAOUIA
26,MEDEA,OULED DAID
26,MEDEA,EL OMARIA
26,MEDEA,DERRAG
26,MEDEA,EL GUELB ELKEBIR
26,MEDEA,BOUAICHE
26,MEDEA,MEZRENA
26,MEDEA,OULED BRAHIM
26,MEDEA,TIZI MAHDI
26,MEDEA,SIDI ZIANE
26,MEDEA,TAMESGUIDA
26,MEDEA,EL HAMDANIA
26,MEDEA,KAF LAKHDAR
26,MEDEA,CHELALET EL ATHAOURA 
26,MEDEA,BOUSKEN
26,MEDEA,REBAIA
26,MEDEA,BOUCHRAHIL
26,MEDEA,OULED HELLAL
26,MEDEA,TAFRAOUT
26,MEDEA,BAATA
26,MEDEA,BOGHAR
26,MEDEA,SIDI NAAMANE
26,MEDEA,OULED BOUACHRA
26,MEDEA,SIDI ZAHAR
26,MEDEA,OUED HARBIL
26,MEDEA,BENCHICAO
26,MEDEA,SIDI DAMED
26,MEDEA,AZIZ
26,MEDEA,SOUAGUI
26,MEDEA,ZOUBIRIA
26,MEDEA,KASR EL BOUKHARI
26,MEDEA,EL AZIZIA
26,MEDEA,DJOUAB
26,MEDEA,CHAHBOUNIA
26,MEDEA,MEGHRAOUA
26,MEDEA,CHENIGUEL
26,MEDEA,AIN OUKSIR
26,MEDEA,OUM EL DJALIL
26,MEDEA,OUAMRI
26,MEDEA,SIDI MAHDJOUB
26,MEDEA,TLATET EDDAWAIR
26,MEDEA,BENI SLIMANE
26,MEDEA,BERROUAGHIA
26,MEDEA,SEGHOUANE
26,MEDEA,MEFTAHA
26,MEDEA,MIHOUB
26,MEDEA,BOUGHEZOUL
26,MEDEA,TABLAT
26,MEDEA,DEUX BASSINS
26,MEDEA,DRAA ESSEMAR
26,MEDEA,SIDI ERRABIE
26,MEDEA,BIR BEN LAABED
26,MEDEA,EL AOUINET
26,MEDEA,OULED ANTAR
26,MEDEA,BOUAICHOUNE
26,MEDEA,HANNACHA
26,MEDEA,SEDRAIA
26,MEDEA,MEDJEBAR
26,MEDEA,KHAMS DJOUAMAE
26,MEDEA,SANEG
27,MOSTAGANEM,MOSTAGANEM
27,MOSTAGANEM,SAYADA
27,MOSTAGANEM,FORNAKA
27,MOSTAGANEM,STIDIA
27,MOSTAGANEM,AIN NOUISSI
27,MOSTAGANEM,HASSI MAAMECHE
27,MOSTAGANEM,AIN TADLES
27,MOSTAGANEM,SOUR
27,MOSTAGANEM,OUED EL KHEIR
27,MOSTAGANEM,SIDI BELLATER
27,MOSTAGANEM,KHEIREDDINE
27,MOSTAGANEM,SIDI ALI
27,MOSTAGANEM,ABDELMALEK RAMDANE
27,MOSTAGANEM,EL HADJADJ
27,MOSTAGANEM,NEKMARIA
27,MOSTAGANEM,SIDI LAKHDAR
27,MOSTAGANEM,ACHAACHA
27,MOSTAGANEM,KHADRA
27,MOSTAGANEM,BOUGUIRAT
27,MOSTAGANEM,SIRAT
27,MOSTAGANEM,AIN SIDI CHERIF
27,MOSTAGANEM,MESRA
27,MOSTAGANEM,MANSOURAH
27,MOSTAGANEM,SOUAFLIA
27,MOSTAGANEM,OULED BOUGHALEM
27,MOSTAGANEM,OULED MAALLAH
27,MOSTAGANEM,MEZGHRANE
27,MOSTAGANEM,AIN BOUDINAR
27,MOSTAGANEM,TAZGAIT
27,MOSTAGANEM,SAFSAF
27,MOSTAGANEM,TOUAHRIA
27,MOSTAGANEM,EL HASSIANE
28,M'SILA,M'SILA
28,M'SILA,MAADID
28,M'SILA,HAMMAM DHALAA
28,M'SILA,OULED DERRADJ
28,M'SILA,TARMOUNT
28,M'SILA,METARFA
28,M'SILA,KHOUBANA
28,M'SILA,M'CIF
28,M'SILA,CHELLAL
28,M'SILA,OULED MADHI
28,M'SILA,MAGRA
28,M'SILA,BERHOUM
28,M'SILA,AIN KHADRA
28,M'SILA,OULED ADDI GUEBALA
28,M'SILA,BELAIBA
28,M'SILA,SIDI AISSA
28,M'SILA,AIN EL HADJEL
28,M'SILA,SIDI HADJERES
28,M'SILA,OUANOUGHA
28,M'SILA,BOU SAADA
28,M'SILA,OULED SIDI IBRAHIM
28,M'SILA,SIDI AMEUR
28,M'SILA,TAMSA
28,M'SILA,BEN SROUR
28,M'SILA,OULED SLIMANE
28,M'SILA,EL HOUAMED
28,M'SILA,EL HAMEL
28,M'SILA,OULED MANSOUR
28,M'SILA,MAARIF
28,M'SILA,DEHAHNA
28,M'SILA,BOUTI SAYAH
28,M'SILA,KHETTOUTI SED-EL DJIR
28,M'SILA,ZARZOUR
28,M'SILA,OUED CHAIR
28,M'SILA,BENZOUH
28,M'SILA,BIR FODA
28,M'SILA,AIN FARES
28,M'SILA,SIDI M'HAMED
28,M'SILA,OULED ATIA
28,M'SILA,SOUAMAA
28,M'SILA,AIN EL MELH
28,M'SILA,MEDJEDEL
28,M'SILA,SLIM
28,M'SILA,AIN ERRICH
28,M'SILA,BENI ILMANE
28,M'SILA,OULTENE
28,M'SILA,DJEBEL MESSAAD
29,MASCARA,MASCARA
29,MASCARA,BOU HANIFIA
29,MASCARA,TIZI
29,MASCARA,HACINE
29,MASCARA,MAOUSSA
29,MASCARA,TIGHENNIF
29,MASCARA,EL HACHEM
29,MASCARA,SIDI KADA
29,MASCARA,ZELAMTA
29,MASCARA,OUED EL ABTAL
29,MASCARA,AIN FERAH
29,MASCARA,GHRISS
29,MASCARA,FROHA
29,MASCARA,MATMORE
29,MASCARA,MAKHDHA
29,MASCARA,SIDI BOUSSAID
29,MASCARA,EL BORDJ
29,MASCARA,AIN FEKAN
29,MASCARA,BENIAN
29,MASCARA,KHALOUIA
29,MASCARA,EL MENAOUER
29,MASCARA,OUED TARIA
29,MASCARA,AOUF
29,MASCARA,AIN FARES
29,MASCARA,AIN FRASS
29,MASCARA,SIG
29,MASCARA,OGGAZ
29,MASCARA,ALAIMIA
29,MASCARA,EL GAADA
29,MASCARA,ZAHANA
29,MASCARA,MOHAMMADIA
29,MASCARA,SIDI ABDELMOUMENE
29,MASCARA,FERRAGUIG
29,MASCARA,EL GHOMRI
29,MASCARA,SEDJERARA
29,MASCARA,MOCTAADOUZ
29,MASCARA,BOU HENNI
29,MASCARA,GUETTENA
29,MASCARA,EL MAMOUNIA
29,MASCARA,EL KEURT
29,MASCARA,GHARROUS
29,MASCARA,GHERDJOUM
29,MASCARA,CHORFA
29,MASCARA,RAS AIN AMIROUCHE
29,MASCARA,NESMOT
29,MASCARA,SIDI ABDELDJEBAR
29,MASCARA,SEHAILIA
30,OUARGLA,OUARGLA
30,OUARGLA,AIN BEIDA
30,OUARGLA,N'GOUSSA
30,OUARGLA,HASSI MESSAOUD
30,OUARGLA,ROUISSAT
30,OUARGLA,BELIDAT AMEUR
30,OUARGLA,TABESBEST
30,OUARGLA,NEZLA
30,OUARGLA,ZAOUIA EL ABIDIA
30,OUARGLA,SIDI SLIMANE
30,OUARGLA,SIDI KHOUILED
30,OUARGLA,HASSI BEN ABDELLAH
30,OUARGLA,TOUGGOURT
30,OUARGLA,EL HADJIRA
30,OUARGLA,TAIBET
30,OUARGLA,TAMACINE
30,OUARGLA,BENACEUR
30,OUARGLA,M'NAGUER
30,OUARGLA,MEGARINE
30,OUARGLA,EL ALLIA
30,OUARGLA,EL BORMA
31,ORAN,ORAN
31,ORAN,GDYEL
31,ORAN,BIR EL DJIR
31,ORAN,HASSI BOUNIF
31,ORAN,ES SENIA
31,ORAN,ARZEW
31,ORAN,BETHIOUA
31,ORAN,MARSAT EL HADJADJ
31,ORAN,AIN TURK
31,ORAN,EL ANCER 
31,ORAN,OUED TLELAT
31,ORAN,TAFRAOUI
31,ORAN,SIDI CHAMI
31,ORAN,BOUFATIS
31,ORAN,MERS EL KEBIR
31,ORAN,BOUSFER
31,ORAN,EL KARMA
31,ORAN,EL BRAYA
31,ORAN,HASSI BEN OKBA
31,ORAN,BEN FREHA
31,ORAN,HASSI MEFSOUKH
31,ORAN,SIDI BEN YABKA
31,ORAN,MESSERGHIN
31,ORAN,BOUTLELIS
31,ORAN,AIN KERMA
31,ORAN,AIN BIYA
32,EL BAYADH,EL BAYADH
32,EL BAYADH,ROGASSA
32,EL BAYADH,STITTEN
32,EL BAYADH,BREZINA
32,EL BAYADH,GHASSOUL
32,EL BAYADH,BOUALEM
32,EL BAYADH,EL ABIODH S CHEIKH
32,EL BAYADH,AIN EL ORAK
32,EL BAYADH,ARBAOUAT
32,EL BAYADH,BOUGTOUB
32,EL BAYADH,EL KHEITHER
32,EL BAYADH,KEHF EL AHMAR
32,EL BAYADH,BOUSSEMGHOUN
32,EL BAYADH,CHELLALA
32,EL BAYADH,KRAKDA
32,EL BAYADH,EL BNOUD
32,EL BAYADH,CHEGUIG
32,EL BAYADH,SIDI AMEUR
32,EL BAYADH,EL MEHARA
32,EL BAYADH,TOUSMOULINE
32,EL BAYADH,SIDI SLIMANE
32,EL BAYADH,SIDI TIFOUR
33,ILLIZI,ILLIZI
33,ILLIZI,DJANET
33,ILLIZI,DEBDEB
33,ILLIZI,BORDJ OMAR DRISS
33,ILLIZI,BORDJ EL HAOUASSE
33,ILLIZI,IN AMENAS
34,BORDJ BOU ARRERIDJ,BORDJ BOU ARRERIDJ
34,BORDJ BOU ARRERIDJ,RAS EL OUED
34,BORDJ BOU ARRERIDJ,BORDJ ZEMOURA
34,BORDJ BOU ARRERIDJ,EL MANSOURAH
34,BORDJ BOU ARRERIDJ,EL M'HIR
34,BORDJ BOU ARRERIDJ,BEN DAOUD
34,BORDJ BOU ARRERIDJ,EL ACHIR
34,BORDJ BOU ARRERIDJ,AIN TAGHROUT
34,BORDJ BOU ARRERIDJ,BORDJ GHDIR
34,BORDJ BOU ARRERIDJ,SIDI EMBAREK
34,BORDJ BOU ARRERIDJ,EL HAMADIA
34,BORDJ BOU ARRERIDJ,BELIMOUR
34,BORDJ BOU ARRERIDJ,MEDJANA
34,BORDJ BOU ARRERIDJ,THENYET EN NASR
34,BORDJ BOU ARRERIDJ,DJAAFRA
34,BORDJ BOU ARRERIDJ,EL MAIN
34,BORDJ BOU ARRERIDJ,OULED BRAHEM
34,BORDJ BOU ARRERIDJ,OULED DAHMANE
34,BORDJ BOU ARRERIDJ,HASNAOUA
34,BORDJ BOU ARRERIDJ,KHELIL
34,BORDJ BOU ARRERIDJ,TAGLAIT
34,BORDJ BOU ARRERIDJ,EL KSOUR
34,BORDJ BOU ARRERIDJ,OULED SIDI BRAHIM
34,BORDJ BOU ARRERIDJ,TAFREG
34,BORDJ BOU ARRERIDJ,COLLA
34,BORDJ BOU ARRERIDJ,TIXTER
34,BORDJ BOU ARRERIDJ,EL EUCH
34,BORDJ BOU ARRERIDJ,EL  ANCER
34,BORDJ BOU ARRERIDJ,TESMART
34,BORDJ BOU ARRERIDJ,AIN TESRA
34,BORDJ BOU ARRERIDJ,BIR KASDALI
34,BORDJ BOU ARRERIDJ,GHILASSA
34,BORDJ BOU ARRERIDJ,RABTA
34,BORDJ BOU ARRERIDJ,HARAZA
35,BOUMERDES,BOUMERDES
35,BOUMERDES,BOUDOUAOU
35,BOUMERDES,AFIR
35,BOUMERDES,BORDJ MENAIEL
35,BOUMERDES,BAGHLIA
35,BOUMERDES,SIDI DAOUD
35,BOUMERDES,NACIRIA
35,BOUMERDES,DJINET
35,BOUMERDES,ISSER
35,BOUMERDES,ZEMMOURI
35,BOUMERDES,SI MUSTAPHA
35,BOUMERDES,TIDJELABINE
35,BOUMERDES,CHAABET EL AMEUR
35,BOUMERDES,THENIA
35,BOUMERDES,TIMEZRIT
35,BOUMERDES,CORSO
35,BOUMERDES,OULED MOUSSA
35,BOUMERDES,LARBATACHE
35,BOUMERDES,BOUZEGZA KEDDARA
35,BOUMERDES,TAOURGA
35,BOUMERDES,OULED AISSA
35,BOUMERDES,BEN CHOUD
35,BOUMERDES,DELLYS
35,BOUMERDES,AMMAL
35,BOUMERDES,BENI AMRANE
35,BOUMERDES,SOUK EL HAD
35,BOUMERDES,BOUDOUAOU EL BAHRI
35,BOUMERDES,OULED HEDADJ
35,BOUMERDES,LAGHATA
35,BOUMERDES,HAMMADI
35,BOUMERDES,KHEMIS EL KHECHNA
35,BOUMERDES,EL KHARROUBA
36,EL TARF,EL TARF
36,EL TARF,BOUHADJAR
36,EL TARF,BEN M'HIDI
36,EL TARF,BOUGOUS
36,EL TARF,EL KALA
36,EL TARF,AIN EL ASSEL
36,EL TARF,EL AIOUN
36,EL TARF,BOUTELDJA
36,EL TARF,SOUAREKH
36,EL TARF,BERRIHANE
36,EL TARF,BHEIRET EL ASSAFIR
36,EL TARF,CHAFIA
36,EL TARF,DHEREAN
36,EL TARF,CHIHANI
36,EL TARF,CHEBAITA MOKHTAR
36,EL TARF,BESBAS
36,EL TARF,EL ASFOUR
36,EL TARF,ECHATT
36,EL TARF,ZERIZER
36,EL TARF,ZITOUNA
36,EL TARF,AIN KERMA
36,EL TARF,OUED ZITOUN
36,EL TARF,HAMMAM BENI SALAH
36,EL TARF,RAML SOUK
37,TINDOUF,TINDOUF
37,TINDOUF,OUM EL ASSEL
38,TISSEMSILT,TISSEMSILT
38,TISSEMSILT,BORDJ BOU NAAMA
38,TISSEMSILT,THENIET EL HAD
38,TISSEMSILT,LAZHARIA
38,TISSEMSILT,BENI CHAIB
38,TISSEMSILT,LARDJEM
38,TISSEMSILT,MELAAB
38,TISSEMSILT,SIDI LAANTRI
38,TISSEMSILT,BORDJ EL EMIR ABDELKADER
38,TISSEMSILT,LAYOUNE
38,TISSEMSILT,KHEMISTI
38,TISSEMSILT,OULED BESSEM
38,TISSEMSILT,AMMARI
38,TISSEMSILT,YOUSSOUFIA
38,TISSEMSILT,SIDI BOUTOUCHENT
38,TISSEMSILT,LARBAA
38,TISSEMSILT,MAASEM
38,TISSEMSILT,SIDI ABED
38,TISSEMSILT,TAMALAHT
38,TISSEMSILT,SIDI SLIMANE
38,TISSEMSILT,BOUCAID
38,TISSEMSILT,BENI LAHCENE
39,EL OUED,EL OUED
39,EL OUED,ROBBAH
39,EL OUED,OUED EL ALENDA
39,EL OUED,BAYADHA
39,EL OUED,NAKHLA
39,EL OUED,GUEMAR
39,EL OUED,KOUININE
39,EL OUED,REGUIBA
39,EL OUED,HAMRAIA
39,EL OUED,TAGHZOUT
39,EL OUED,DEBILA
39,EL OUED,HASSANI ABDELKRIM
39,EL OUED,HASSI KHELIFA
39,EL OUED,TALEB LARBI
39,EL OUED,DOUAR EL MA
39,EL OUED,SIDI AOUN
39,EL OUED,TRIFAOUI
39,EL OUED,MAGRANE
39,EL OUED,BENI GUECHA
39,EL OUED,OURMAS
39,EL OUED,STILL
39,EL OUED,M'RARA
39,EL OUED,SIDI KHELLIL
39,EL OUED,TENDLA
39,EL OUED,EL OGLA
39,EL OUED,MIH OUANSA
39,EL OUED,EL M'GHAIR
39,EL OUED,DJAMAA
39,EL OUED,OUM TOUYOUR
39,EL OUED,SIDI AMRANE
40,KHENCHELA,KHENCHELA
40,KHENCHELA,M'TOUSSA
40,KHENCHELA,KAIS
40,KHENCHELA,BAGHAI
40,KHENCHELA,EL HAMMA
40,KHENCHELA,AIN TOUILA
40,KHENCHELA,TAOUZINT
40,KHENCHELA,BOUHMAMA
40,KHENCHELA,EL OUELDJA
40,KHENCHELA,REMILA
40,KHENCHELA,CHERCHAR
40,KHENCHELA,DJELLAL
40,KHENCHELA,BABAR
40,KHENCHELA,TAMZA
40,KHENCHELA,ENSIGHA
40,KHENCHELA,OULED RECHACHE
40,KHENCHELA,EL MAHMAL
40,KHENCHELA,M'SARA
40,KHENCHELA,YABOUS
40,KHENCHELA,KHIRANE
40,KHENCHELA,CHELIA
41,SOUK AHRAS,SOUK AHRAS
41,SOUK AHRAS,SEDRATA
41,SOUK AHRAS,HANANCHA
41,SOUK AHRAS,MECHROHA
41,SOUK AHRAS,OULED DRISS
41,SOUK AHRAS,TIFFECH
41,SOUK AHRAS,ZAAROURIA
41,SOUK AHRAS,TAOURA
41,SOUK AHRAS,DREA
41,SOUK AHRAS,HADDADA
41,SOUK AHRAS,KHEDARA
41,SOUK AHRAS,MERAHNA
41,SOUK AHRAS,OULED MOUMEN
41,SOUK AHRAS,BIR BOUHOUCHE
41,SOUK AHRAS,M'DAOUROUCHE
41,SOUK AHRAS,OUM EL ADHAIM
41,SOUK AHRAS,AIN ZANA
41,SOUK AHRAS,AIN SOLTANE
41,SOUK AHRAS,QUILLEN
41,SOUK AHRAS,SIDI FREDJ
41,SOUK AHRAS,SAFEL EL OUIDEN
41,SOUK AHRAS,RAGOUBA
41,SOUK AHRAS,KHEMISSA
41,SOUK AHRAS,OUED KEBERIT
41,SOUK AHRAS,TERRAGUELT
41,SOUK AHRAS,ZOUABI
42,TIPAZA,TIPAZA
42,TIPAZA,MENACEUR
42,TIPAZA,LARHAT
42,TIPAZA,DOUAOUDA
42,TIPAZA,BOURKIKA
42,TIPAZA,KHEMISTI
42,TIPAZA,AGHABAL
42,TIPAZA,HADJOUT
42,TIPAZA,SIDI AMAR 
42,TIPAZA,GOURAYA
42,TIPAZA,NADOR
42,TIPAZA,CHAIBA
42,TIPAZA,AIN TAGOURAIT
42,TIPAZA,CHERCHEL
42,TIPAZA,DAMOUS
42,TIPAZA,MEURAD
42,TIPAZA,FOUKA
42,TIPAZA,BOU ISMAIL
42,TIPAZA,AHMER EL AIN
42,TIPAZA,BOU HAROUN
42,TIPAZA,SIDI GHILES
42,TIPAZA,MESSELMOUN
42,TIPAZA,SIDI RACHED
42,TIPAZA,KOLEA
42,TIPAZA,ATTATBA
42,TIPAZA,SIDI SEMIANE
42,TIPAZA,BENI MELLEK
42,TIPAZA,HADJERAT ENNOUS
43,MILA,MILA
43,MILA,FERDJIOUA
43,MILA,CHELGHOUM LAID
43,MILA,OUED EL ATHMENIA
43,MILA,AIN MELLOUK
43,MILA,TELERGHMA
43,MILA,OUED SEGUEN
43,MILA,TADJENANET
43,MILA,BENYAHIA A RAHMANE
43,MILA,OUED ENDJA
43,MILA,AHMED RACHEDI
43,MILA,OULED KHALOUF
43,MILA,TIBERGUENT
43,MILA,BOUHATEM
43,MILA,ROUACHED
43,MILA,TESSALA LAMATAI
43,MILA,GRAREM GOUGA
43,MILA,SIDI MEROUANE
43,MILA,TASSAADANE HADDADA
43,MILA,DERRADJI BOUSSELAH
43,MILA,MINAR ZARZA
43,MILA,AMIRA ARRAS
43,MILA,TERRAI BAINEM
43,MILA,HAMALA
43,MILA,AIN TIN
43,MILA,EL MECHIRA
43,MILA,SIDI KHELIFA
43,MILA,ZEGHAIA
43,MILA,ELAYADI BERBAS
43,MILA,AIN BEIDA HARRICHE
43,MILA,YAHIA BENIGUECHA
43,MILA,CHIGARA
44,AIN DEFLA,AIN DEFLA
44,AIN DEFLA,MILIANA
44,AIN DEFLA,BOUMEDFAA
44,AIN DEFLA,KHEMIS MILIANA
44,AIN DEFLA,HAMMAM RIGHA
44,AIN DEFLA,ARIB
44,AIN DEFLA,DJELIDA
44,AIN DEFLA,EL AMRA
44,AIN DEFLA,BOURACHED
44,AIN DEFLA,EL ATTAF
44,AIN DEFLA,EL ABADIA
44,AIN DEFLA,DJENDEL
44,AIN DEFLA,OUED CHORFA
44,AIN DEFLA,AIN LECHIAKH
44,AIN DEFLA,OUED DJEMAA
44,AIN DEFLA,ROUINA
44,AIN DEFLA,ZEDDINE
44,AIN DEFLA,EL HASSANIA
44,AIN DEFLA,BIR OULD KHELIFA
44,AIN DEFLA,AIN SOLTANE
44,AIN DEFLA,TARIK IBN ZIAD
44,AIN DEFLA,BORDJ EMIR KHALED
44,AIN DEFLA,AIN TORKI
44,AIN DEFLA,SIDI LAKHDAR
44,AIN DEFLA,BEN ALLAL
44,AIN DEFLA,AIN BENIAN
44,AIN DEFLA,HOCEINIA
44,AIN DEFLA,BARBOUCHE
44,AIN DEFLA,DJEMAA OULED CHIKH
44,AIN DEFLA,MEKHATRIA
44,AIN DEFLA,BATHIA
44,AIN DEFLA,TACHTA ZEGAGHA
44,AIN DEFLA,AIN BOUYAHIA
44,AIN DEFLA,EL MAINE
44,AIN DEFLA,TIBERKANINE
44,AIN DEFLA,BELAAS
45,NAAMA,NAAMA
45,NAAMA,MECHRIA
45,NAAMA,AIN SEFRA
45,NAAMA,TIOUT
45,NAAMA,SFISSIFA
45,NAAMA,MOGHRAR
45,NAAMA,ASSELA
45,NAAMA,DJENAINE BOURZEG
45,NAAMA,AIN BEN KHELIL
45,NAAMA,MAKMAN BEN AMER
45,NAAMA,KASDIR
45,NAAMA,LABIODH SIDI CHEIKH
46,AIN TEMOUCHENT,AIN TEMOUCHENT
46,AIN TEMOUCHENT,CHAABET EL HAM
46,AIN TEMOUCHENT,AIN KIHAL
46,AIN TEMOUCHENT,HAMMAM BOUHDJAR
46,AIN TEMOUCHENT,BOU ZEDJAR
46,AIN TEMOUCHENT,OUED BERKECHE
46,AIN TEMOUCHENT,AGHLAL
46,AIN TEMOUCHENT,TERGA
46,AIN TEMOUCHENT,AIN EL ARBAA
46,AIN TEMOUCHENT,TAMZOURA
46,AIN TEMOUCHENT,CHENTOUF
46,AIN TEMOUCHENT,SIDI BEN ADDA
46,AIN TEMOUCHENT,AOUBELLIL
46,AIN TEMOUCHENT,EL MALEH
46,AIN TEMOUCHENT,SIDI BOUMEDIENE
46,AIN TEMOUCHENT,OUED SABAH
46,AIN TEMOUCHENT,OULED BOUDJEMAA
46,AIN TEMOUCHENT,AIN TOLBA
46,AIN TEMOUCHENT,EL AMRIA
46,AIN TEMOUCHENT,HASSI EL GHELLA
46,AIN TEMOUCHENT,HASSASNA
46,AIN TEMOUCHENT,OULED KIHAL
46,AIN TEMOUCHENT,BENI SAF
46,AIN TEMOUCHENT,SIDI SAFI
46,AIN TEMOUCHENT,OULHACA EL GHERABA
46,AIN TEMOUCHENT,TADMAYA
46,AIN TEMOUCHENT,EL EMIR ABDELKADER
46,AIN TEMOUCHENT,EL MESSAID
46,AIN TEMOUCHENT,EL OULDJA
47,GHARDAIA,GHARDAIA
47,GHARDAIA,EL MENIAA
47,GHARDAIA,DHAAYET BENDHAHOUA
47,GHARDAIA,BERRIANE
47,GHARDAIA,METLILI
47,GHARDAIA,EL GUERRARA
47,GHARDAIA,EL ATTEUF
47,GHARDAIA,ZELFANA
47,GHARDAIA,SEBSEB
47,GHARDAIA,BOUNOURA
47,GHARDAIA,HASSI FEHAL
47,GHARDAIA,HASSI GARA
47,GHARDAIA,MANSOURA
48,RELIZANE,RELIZANE
48,RELIZANE,OUED RHIOU
48,RELIZANE,BELAASSEL BOUZEGZA
48,RELIZANE,SIDI SAADA
48,RELIZANE,OULED AICHE
48,RELIZANE,SIDI LAZREG
48,RELIZANE,EL HAMADNA
48,RELIZANE,SIDI MHAMED BENALI
48,RELIZANE,MEDIOUNA
48,RELIZANE,SIDI KHETTAB
48,RELIZANE,AMMI MOUSSA
48,RELIZANE,ZEMMOURA
48,RELIZANE,BENI DERGOUN
48,RELIZANE,DJIDIOUIA
48,RELIZANE,EL GUETTAR
48,RELIZANE,HAMRI
48,RELIZANE,EL MATMAR
48,RELIZANE,SIDI M  BEN AOUDA
48,RELIZANE,AIN TAREK
48,RELIZANE,OUED ESSALEM
48,RELIZANE,OUARIZANE
